SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,FORECAST_ACTUAL_INDICATOR,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2026-04-01,1,24019,A,28762,21892,1112,6606,0,22126,0,9,2436,1009,580,-1004,-451,-406,-907,1239,598,-952,-514
2026-04-01,2,23774,A,28403,21738,1134,6606,0,22126,0,9,2538,998,579,-1014,-452,-255,-920,1217,601,-965,-514
2026-04-01,3,24112,A,28646,22125,1153,6606,0,22126,0,120,2548,1239,682,-1014,-451,-102,-821,1167,923,-1012,-514
2026-04-01,4,24114,A,28653,22306,1172,6606,0,22126,0,164,2889,1254,695,-1014,-452,-60,-818,1144,941,-1017,-514
2026-04-01,5,23803,A,28486,22078,1186,6606,0,22126,0,163,2959,1236,943,-1011,-437,-66,-916,921,875,-1076,-514
2026-04-01,6,23273,A,27912,21588,1199,6606,0,22126,0,163,3066,1236,959,-1010,-451,0,-920,864,870,-1081,-514
2026-04-01,7,22957,A,27400,21343,1216,6606,0,22126,0,40,3238,1355,968,-1015,-367,0,-920,491,861,-1087,-514
2026-04-01,8,22665,A,27030,21102,1233,6606,0,22126,0,6,3255,1363,967,-1015,-322,0,-920,448,862,-1088,-514
2026-04-01,9,22356,A,26818,20762,1227,6606,0,22126,0,6,3126,1155,918,-1015,-320,0,-1018,492,918,-1089,-514
2026-04-01,10,22165,A,26576,20550,1221,6606,0,22126,0,6,3054,1135,900,-1016,-264,0,-1022,527,909,-1091,-512
2026-04-01,11,22267,A,26469,20632,1242,6606,0,22126,0,10,3244,569,370,-1015,-126,-11,-1022,901,469,-1091,-427
2026-04-01,12,22903,A,27137,21175,1262,6606,0,22126,0,9,3137,526,334,-1014,-151,-105,-1022,977,439,-1091,-342
2026-04-01,13,24792,A,28736,22861,1279,6606,0,22126,0,14,3157,361,373,-1014,-53,-19,-1022,1350,368,-1093,-229
2026-04-01,14,26288,A,30386,24230,1295,6606,1,22126,0,17,3142,351,363,-1015,-139,0,-1010,1397,367,-1085,-332
2026-04-01,15,28270,A,31324,25980,1311,6606,94,22126,0,6,3170,525,-107,-920,-135,0,-313,1397,489,-713,-360
2026-04-01,16,29317,A,32452,26878,1327,6606,427,22126,0,6,3199,547,-122,-812,-272,0,-273,1397,504,-666,-484
2026-04-01,17,31513,A,33013,28993,1373,6606,895,22126,0,9,3107,1030,498,349,-402,0,-75,1397,745,125,-514
2026-04-01,18,31713,A,33179,29219,1419,6606,1370,22126,0,9,3231,1072,544,398,-376,0,-67,1397,765,196,-514
2026-04-01,19,32273,A,33516,29783,1473,6606,1804,22126,0,15,3445,1388,668,972,-227,0,244,1397,919,846,-501
2026-04-01,20,31844,A,33005,29418,1526,6606,2216,22126,0,11,3617,1413,680,1003,-147,0,263,1397,930,895,-503
2026-04-01,21,31547,A,32867,29029,1636,6606,2671,22126,0,14,3407,1496,799,1003,-283,0,840,1397,993,984,-523
2026-04-01,22,31128,A,32433,28651,1746,6606,3161,22126,0,10,3356,1502,810,1002,-281,0,868,1394,997,991,-514
2026-04-01,23,30627,A,31883,28249,1828,6606,3595,22126,0,12,3291,1498,922,1001,-230,0,1011,1363,997,991,-514
2026-04-01,24,30142,A,31732,27800,1909,6606,3936,22126,0,201,3287,1498,929,1001,-375,0,1016,1361,998,991,-514
2026-04-01,25,30038,A,31830,27562,1975,6606,4248,22126,0,327,3168,1502,904,1003,-435,-16,1016,1393,998,991,-514
2026-04-01,26,29607,A,31569,27171,2041,6606,4193,22126,0,377,3263,1502,904,1003,-451,-120,1016,1378,997,991,-514
2026-04-01,27,29308,A,31294,26930,2101,6606,4464,22126,0,482,3674,1502,928,1002,-452,-38,1016,1147,998,991,-514
2026-04-01,28,28833,A,31151,26633,2160,6606,4400,22126,0,814,3747,1503,930,1005,-452,-38,1016,1089,997,991,-514
2026-04-01,29,28596,A,30751,26433,2181,6606,3962,22126,0,693,3568,1502,930,1003,-450,-56,997,715,997,991,-456
2026-04-01,30,28572,A,30857,26334,2202,6606,3821,22126,0,918,3856,1502,930,1003,-359,0,996,676,996,991,-508
2026-04-01,31,28909,A,30823,26644,2197,6606,3361,22126,0,696,3922,1502,930,1003,-220,0,996,770,951,991,-498
2026-04-01,32,29709,A,31022,27438,2192,6606,2822,22126,0,350,3877,1502,928,877,-83,-10,975,811,950,937,-370
2026-04-01,33,29691,A,30982,27400,2207,6606,2666,22126,0,17,3543,1504,857,-318,0,55,140,1185,990,-237,-219
2026-04-01,34,30708,A,32036,28369,2222,6606,2111,22126,0,13,3162,1504,856,-356,-38,11,70,1243,993,-347,-74
2026-04-01,35,31794,A,34084,29460,2179,6606,1632,22126,0,9,3056,1506,979,-591,37,0,-728,1380,997,-462,35
2026-04-01,36,32882,A,35337,30491,2136,6606,1043,22126,0,12,2876,1494,976,-602,-9,0,-775,1397,987,-489,-68
2026-04-01,37,32280,A,36096,29747,2123,6606,602,22126,0,14,2681,704,551,-997,-121,0,-908,1397,644,-1056,-220
2026-04-01,38,32716,A,36836,30279,2109,6606,208,22126,0,8,2732,655,523,-1014,-198,-27,-913,1397,627,-1089,-371
2026-04-01,39,33294,A,37687,30755,2099,6606,27,22126,0,7,2683,1154,552,-966,-283,-165,-1018,1397,817,-990,-464
2026-04-01,40,32794,A,37319,30218,2088,6606,0,22126,0,5,2388,1193,563,-964,-297,-316,-1021,1397,833,-971,-451
2026-04-01,41,32647,A,36769,30075,2090,6606,0,22126,0,12,2196,1394,898,-920,-429,-466,-739,1397,969,-543,-513
2026-04-01,42,31979,A,36137,29376,2092,6606,0,22126,0,9,1913,1404,914,-918,-451,-528,-728,1397,969,-510,-514
2026-04-01,43,30958,A,35146,28331,1979,6606,0,22126,0,11,1890,1138,650,-1000,-451,-528,-836,1397,677,-348,-514
2026-04-01,44,29619,A,33806,27000,1866,6606,0,22126,0,11,2135,1117,628,-1004,-451,-527,-839,1397,656,-341,-514
2026-04-01,45,28347,A,32673,25838,1726,6606,0,22126,0,9,2293,858,472,-928,-452,-527,-886,1397,587,-510,-514
2026-04-01,46,26951,A,31276,24557,1585,6606,0,22126,0,9,1908,840,459,-925,-451,-527,-886,1387,579,-513,-514
2026-04-01,47,25609,A,29252,23347,1527,6606,0,22126,0,9,2123,772,396,-909,-451,-527,-524,1261,419,-209,-514
2026-04-01,48,24202,A,27808,22008,1469,6606,0,22126,0,9,1569,768,391,-909,-452,-527,-509,1216,407,-186,-514
2026-04-02,1,24063,A,27390,21798,1448,6606,0,22126,0,9,1091,760,377,-766,-452,-527,-419,843,336,-140,-514
2026-04-02,2,23736,A,27047,21442,1426,6606,0,22126,0,7,1036,760,375,-761,-451,-528,-416,785,332,-134,-514
2026-04-02,3,23807,A,26852,21476,1443,6606,0,22126,0,7,1143,881,358,-634,-452,-528,-383,637,372,-27,-514
2026-04-02,4,24262,A,27310,22026,1459,6606,0,22126,0,26,871,898,364,-630,-452,-527,-382,598,380,-17,-514
2026-04-02,5,23950,A,27481,21709,1428,6606,0,22126,0,355,655,1411,603,-683,-452,-527,-455,338,541,-45,-514
2026-04-02,6,23602,A,27394,21381,1396,6606,0,22126,0,605,479,1451,624,-685,-452,-527,-457,304,553,-52,-514
2026-04-02,7,23634,A,27514,21424,1371,6606,0,22126,0,710,547,1446,801,-598,-452,-527,-396,288,600,-183,-514
2026-04-02,8,23119,A,27028,20846,1345,6606,0,22126,0,715,63,1439,805,-597,-452,-527,-400,303,600,-204,-514
2026-04-02,9,22442,A,27369,20250,1271,6606,0,22126,0,372,-20,988,537,-996,-452,-528,-967,510,498,-598,-514
2026-04-02,10,22326,A,27488,20111,1197,6606,0,22126,0,533,-221,950,513,-1014,-451,-527,-995,566,486,-628,-514
2026-04-02,11,22358,A,27442,20150,1121,6606,0,22126,0,313,-169,536,309,-1014,-452,-528,-1021,938,279,-742,-514
2026-04-02,12,23177,A,27965,20835,1044,6606,0,22126,0,29,-629,499,290,-1008,-452,-527,-1022,1012,255,-736,-514
2026-04-02,13,25467,A,29640,22963,987,6606,0,22126,0,10,-324,-87,99,-711,-451,-528,-1022,1354,-144,-206,-514
2026-04-02,14,26888,A,31012,24268,930,6606,9,22126,0,12,-257,-147,81,-651,-452,-528,-997,1397,-168,-155,-514
2026-04-02,15,29536,A,32288,26655,873,6606,423,22126,0,10,-377,-390,-126,144,-451,-527,-105,1397,-129,406,-514
2026-04-02,16,30223,A,32792,27196,815,6606,1467,22126,0,9,-458,-324,-112,159,-452,-528,-40,1397,-90,459,-514
2026-04-02,17,31457,A,33461,28216,756,6606,2734,22126,0,11,-1032,1121,820,543,-451,-528,562,1397,904,930,-514
2026-04-02,18,30862,A,32866,27613,697,6606,3890,22126,0,9,-1214,1338,886,527,-452,-529,593,1397,972,964,-514
2026-04-02,19,30122,A,32291,26873,623,6606,5319,22126,0,9,-1272,1490,927,-167,-451,-528,924,1397,995,987,-514
2026-04-02,20,29324,A,31470,26211,549,6606,6378,22126,0,9,-1246,1502,929,-180,-435,-508,937,1397,996,989,-514
2026-04-02,21,28276,A,29979,25294,482,6606,7152,22126,0,9,-1095,1502,929,540,-306,-374,989,1397,996,989,-514
2026-04-02,22,27399,A,28762,24430,414,6606,8054,22126,0,9,-924,1502,929,633,-158,-221,992,1397,997,989,-475
2026-04-02,23,26580,A,27813,23704,388,6606,8947,22126,0,9,-708,1502,929,666,-142,-69,1016,1397,997,989,-513
2026-04-02,24,25943,A,26970,23209,362,6606,9472,22126,0,9,-227,1499,929,667,-31,0,1016,1397,997,988,-487
2026-04-02,25,25285,A,26330,22621,359,6606,10806,22126,0,10,-20,1227,919,574,-36,0,1017,1397,998,989,-499
2026-04-02,26,24180,A,25377,21574,355,6606,11461,22126,0,52,196,1210,919,570,-139,0,1016,1397,997,988,-506
2026-04-02,27,23317,A,25065,20739,396,6606,12181,22126,0,643,165,1484,929,619,-111,0,1002,1397,997,988,-494
2026-04-02,28,22559,A,24460,20073,436,6606,12376,22126,0,873,713,1503,930,621,-26,0,1001,1397,997,999,-502
2026-04-02,29,22063,A,24044,19579,527,6606,12468,22126,0,930,835,1447,920,972,-137,0,780,1397,983,1396,-414
2026-04-02,30,21432,A,23444,18996,617,6606,11833,22126,0,928,1265,1444,920,1001,-84,0,772,1394,982,1416,-500
2026-04-02,31,21466,A,23487,19023,764,6606,11033,22126,0,984,1910,1500,929,588,-54,0,969,1363,996,1125,-483
2026-04-02,32,22086,A,23980,19732,910,6606,9682,22126,0,976,2669,1503,930,538,-76,0,975,1333,996,1101,-342
2026-04-02,33,22982,A,24931,20753,1087,6606,7974,22126,0,948,3721,1504,930,-311,0,0,729,1006,997,991,-190
2026-04-02,34,24821,A,25999,22588,1264,6606,6482,22126,0,241,3740,1496,931,-348,-46,0,690,993,997,981,-43
2026-04-02,35,26796,A,28226,24504,1398,6606,4693,22126,0,11,4225,1136,978,-609,-6,0,-267,1352,984,1082,-37
2026-04-02,36,28566,A,30154,26246,1531,6606,3224,22126,0,11,4145,1100,975,-620,-44,0,-334,1397,974,1096,-79
2026-04-02,37,29479,A,31245,27227,1614,6606,1881,22126,0,5,4097,648,712,-852,-2,0,-407,1397,650,1309,22
2026-04-02,38,30420,A,32194,28131,1697,6606,740,22126,0,3,3411,617,697,-862,0,0,-409,1397,619,1313,109
2026-04-02,39,31411,A,32974,29123,1802,6606,124,22126,0,85,3206,886,781,-865,0,0,-113,1397,273,928,162
2026-04-02,40,32223,A,33790,30039,1907,6606,0,22126,0,99,3681,911,789,-866,18,0,-102,1397,263,894,199
2026-04-02,41,31978,A,33559,29738,2132,6606,0,22126,0,168,3232,1264,888,-909,0,0,-4,1397,660,722,200
2026-04-02,42,31367,A,33032,29215,2356,6606,0,22126,0,255,3051,1285,880,-910,0,0,0,1368,671,713,200
2026-04-02,43,30022,A,31924,28058,2519,6606,0,22126,0,314,3578,694,366,-884,0,0,-204,997,196,856,200
2026-04-02,44,28492,A,30406,26526,2681,6606,0,22126,0,319,3256,643,324,-883,51,0,-212,922,163,848,200
2026-04-02,45,26664,A,28793,24815,2832,6606,0,22126,0,226,3537,143,108,-1008,198,0,-395,548,56,148,200
2026-04-02,46,25721,A,27812,23953,2982,6606,0,22126,0,170,3392,104,90,-1013,190,0,-408,480,52,90,200
2026-04-02,47,23844,A,26773,22384,3049,6606,0,22126,0,168,3662,90,-43,-989,108,-45,-992,199,169,-192,200
2026-04-02,48,22947,A,25962,21552,3116,6606,0,22126,0,228,3540,84,-54,-987,4,-3,-1021,135,170,-222,200
2026-04-03,1,22391,A,26086,21001,3179,6606,0,22126,0,167,3698,-94,-98,-1013,0,0,-1022,-244,-49,-508,200
2026-04-03,2,22101,A,25972,20719,3241,6606,0,22126,0,172,3837,-140,-101,-1015,0,0,-1022,-320,-63,-538,200
2026-04-03,3,22023,A,26481,20714,3332,6606,0,22126,0,172,3914,77,-81,-1014,0,0,-1022,-703,-34,-932,200
2026-04-03,4,21881,A,26438,20696,3422,6606,0,22126,0,170,4195,104,-82,-1014,57,0,-1022,-782,-28,-959,153
2026-04-03,5,21531,A,26394,20399,3538,6606,0,22126,0,28,4363,258,-167,-1015,5,0,-1022,-1172,85,-959,22
2026-04-03,6,20750,A,25749,19687,3653,6606,0,22126,0,12,4447,269,-177,-1015,-10,0,-1022,-1236,89,-960,-67
2026-04-03,7,20219,A,25736,19229,3799,6606,0,22126,0,10,4585,154,-307,-1015,-8,0,-1022,-1429,-16,-997,-213
2026-04-03,8,19644,A,25360,18652,3944,6606,0,22126,0,14,4374,152,-314,-1015,-7,0,-1022,-1453,-31,-1002,-358
2026-04-03,9,19561,A,25483,18522,4061,6606,0,22126,0,15,4345,594,-221,-1014,-16,0,-1022,-1453,-255,-957,-469
2026-04-03,10,19072,A,25085,18065,4178,6606,0,22126,0,115,4243,586,-225,-1014,-113,0,-1022,-1434,-273,-951,-366
2026-04-03,11,18940,A,25520,17907,4209,6606,0,22126,0,194,4353,-563,-584,-1013,-22,0,-1007,-1197,-425,-844,-231
2026-04-03,12,18780,A,25531,17538,4240,6606,0,22126,0,174,3876,-704,-617,-1014,-15,0,-1006,-1136,-443,-825,-317
2026-04-03,13,19949,A,26411,18448,4232,6606,0,22126,0,159,3469,-869,-921,-724,-145,-44,-767,-745,-711,-413,-464
2026-04-03,14,20361,A,27009,18689,4224,6606,2,22126,0,159,3140,-885,-938,-707,-243,-187,-758,-667,-727,-371,-506
2026-04-03,15,21796,A,27652,19935,4138,6606,106,22126,0,158,3074,-1150,-788,-193,-391,-339,-853,-285,-687,119,-512
2026-04-03,16,22492,A,28389,20478,4052,6606,455,22126,0,158,3037,-1118,-758,-172,-451,-485,-857,-237,-647,173,-514
2026-04-03,17,24247,A,27419,21880,3857,6606,832,22126,0,166,2066,124,-56,-177,-451,-468,-624,-216,364,935,-514
2026-04-03,18,24612,A,27653,22078,3661,6606,1239,22126,0,18,2187,298,1,-177,-451,-523,-614,-244,443,987,-514
2026-04-03,19,25659,A,28496,22860,3550,6606,1749,22126,0,11,1709,1387,325,673,-451,-528,-209,-625,816,987,-513
2026-04-03,20,25720,A,28611,22753,3438,6606,2567,22126,0,14,1312,1467,352,819,-451,-527,-182,-703,843,987,-514
2026-04-03,21,25693,A,29286,22742,3432,6606,3262,22126,0,509,1265,1502,515,929,-451,-527,486,-1092,987,987,-514
2026-04-03,22,25640,A,29367,22698,3426,6606,3591,22126,0,587,1430,1504,529,933,-451,-528,521,-1147,997,987,-514
2026-04-03,23,25452,A,29069,22468,3516,6606,4229,22126,0,585,1371,1502,619,1003,-383,-474,646,-1229,996,987,-446
2026-04-03,24,25295,A,28797,22320,3606,6606,4091,22126,0,645,1349,1502,633,1003,-308,-517,651,-1239,996,987,-293
2026-04-03,25,25137,A,28687,22206,3686,6606,4396,22126,0,716,1125,1501,910,1004,-426,-527,973,-1239,996,987,-142
2026-04-03,26,24780,A,28411,21893,3766,6606,4422,22126,0,913,1006,1502,929,1003,-452,-527,985,-1239,997,987,4
2026-04-03,27,24677,A,28389,21797,3837,6606,4666,22126,0,994,1631,1502,929,1003,-452,-527,703,-1239,997,987,121
2026-04-03,28,24323,A,28030,21569,3908,6606,4616,22126,0,989,2015,1502,929,1003,-452,-527,693,-1239,997,987,134
2026-04-03,29,24052,A,27759,21422,4053,6606,4760,22126,0,989,2203,1502,930,1002,-451,-528,985,-1239,997,961,46
2026-04-03,30,23725,A,27432,21249,4197,6606,4350,22126,0,989,2845,1502,929,984,-451,-509,995,-1222,997,944,-36
2026-04-03,31,23195,A,26503,21107,4335,6606,4967,22126,0,981,3576,1503,930,157,-451,-379,686,-997,996,413,20
2026-04-03,32,22815,A,26118,21002,4473,6606,4462,22126,0,1127,3154,1503,930,102,-451,-286,674,-939,997,356,13
2026-04-03,33,22759,A,26819,21089,4577,6606,3836,22126,0,1198,3036,1503,929,-803,-452,-136,479,-553,996,-361,-57
2026-04-03,34,23578,A,27833,21833,4680,6606,3614,22126,0,1264,3126,1503,931,-1014,-452,-30,471,-475,996,-414,-106
2026-04-03,35,24956,A,28549,23014,4683,6606,2964,22126,0,752,2825,1479,988,-988,-452,-122,177,-98,997,-560,-121
2026-04-03,36,25991,A,29184,24060,4686,6606,2330,22126,0,319,2966,1477,991,-988,-449,-216,163,-21,996,-560,-140
2026-04-03,37,26775,A,29691,24906,4574,6606,1541,22126,0,308,2935,1404,967,-937,-367,-270,-227,355,997,-166,-141
2026-04-03,38,26935,A,30083,25037,4461,6606,727,22126,0,308,2954,1399,966,-929,-415,-420,-243,431,996,-122,-211
2026-04-03,39,28335,A,31275,26358,4238,6606,172,22126,0,309,3216,1477,990,-417,-417,-525,-401,805,996,473,-371
2026-04-03,40,28428,A,31493,26468,4015,6606,2,22126,0,307,3292,1481,990,-386,-452,-528,-399,880,989,522,-493
2026-04-03,41,28583,A,30991,26521,3944,6606,0,22126,0,307,3150,1210,919,-107,-452,-528,187,1253,736,826,-514
2026-04-03,42,28139,A,30484,26026,3873,6606,0,22126,0,247,2895,1181,912,-104,-452,-528,219,1301,719,847,-514
2026-04-03,43,27416,A,29736,25428,3656,6606,0,22126,0,154,3048,654,831,-171,-452,-529,647,1314,710,813,-514
2026-04-03,44,27079,A,29402,25010,3438,6606,0,22126,0,154,3050,608,810,-174,-452,-529,665,1286,705,814,-514
2026-04-03,45,25623,A,27777,23672,3260,6606,0,22126,0,160,3020,350,264,525,-452,-529,833,912,551,977,-513
2026-04-03,46,24685,A,26909,22845,3082,6606,0,22126,0,229,3231,336,238,611,-452,-529,837,836,547,990,-514
2026-04-03,47,23256,A,26008,21683,2887,6606,0,22126,0,758,3432,738,662,260,-452,-528,455,464,718,990,-514
2026-04-03,48,22778,A,25855,21087,2692,6606,0,22126,0,1084,3809,777,697,246,-452,-528,441,388,733,990,-513
2026-04-04,1,22755,A,25884,21094,2557,6606,0,22126,0,1136,4008,1315,878,416,-452,-528,756,12,842,980,-513
2026-04-04,2,22648,A,25841,20941,2422,6606,0,22126,0,1135,4206,1359,892,423,-452,-528,768,-65,853,979,-513
2026-04-04,3,22711,A,26282,21098,2320,6606,0,22126,0,1135,4082,1494,986,721,-452,-528,970,-443,988,986,-513
2026-04-04,4,22896,A,26469,21302,2218,6606,0,22126,0,1073,4085,1502,992,729,-452,-528,977,-507,997,986,-513
2026-04-04,5,22336,A,26194,20828,2130,6606,0,22126,0,1143,4210,1503,992,218,-452,-528,996,-722,997,986,-513
2026-04-04,6,21628,A,25453,20230,2041,6606,0,22126,0,1113,4308,1504,992,192,-452,-527,997,-719,997,986,-514
2026-04-04,7,21332,A,24580,19964,1893,6606,0,22126,0,792,4355,1505,992,-125,-452,-528,997,-337,997,986,-514
2026-04-04,8,20848,A,23968,19427,1745,6606,0,22126,0,716,3981,1504,992,-152,-452,-527,997,-260,996,986,-513
2026-04-04,9,20445,A,23604,18965,1626,6606,0,22126,0,208,3499,1505,992,-958,-452,-528,997,118,996,987,-513
2026-04-04,10,20046,A,23221,18529,1506,6606,0,22126,0,168,3221,1505,992,-1013,-452,-528,996,194,997,990,-514
2026-04-04,11,20231,A,23243,18634,1395,6606,0,22126,0,172,2775,1506,992,-846,-452,-528,621,568,997,980,-514
2026-04-04,12,20407,A,23222,18644,1283,6606,0,22126,0,24,2626,1506,992,-839,-452,-486,606,644,997,979,-514
2026-04-04,13,21318,A,24160,19399,1182,6606,0,22126,0,9,2675,1506,992,-860,-452,-507,608,1017,997,986,-514
2026-04-04,14,22029,A,24698,19999,1081,6606,37,22126,0,1,2342,1505,990,-861,-434,-374,609,1085,996,986,-499
2026-04-04,15,22906,A,24822,20763,1002,6606,423,22126,0,0,2394,1480,934,-488,-303,-222,982,1363,997,986,-403
2026-04-04,16,23750,A,25387,21542,923,6606,957,22126,0,0,2405,1479,930,-425,-153,-69,997,1397,996,987,-490
2026-04-04,17,24682,A,25640,22316,884,6606,1659,22126,0,0,2121,1502,930,509,-20,0,997,1397,997,986,-438
2026-04-04,18,25072,A,25891,22606,845,6606,2204,22126,0,0,1918,1504,930,618,0,0,997,1397,997,987,-319
2026-04-04,19,25559,A,26390,22945,937,6606,2860,22126,0,0,1841,1503,930,1002,-44,0,1016,1397,997,991,-287
2026-04-04,20,25161,A,25765,22580,1028,6606,3299,22126,0,0,1721,1503,930,1003,-2,0,1017,1368,997,993,-102
2026-04-04,21,25049,A,25631,22443,1218,6606,4276,22126,0,0,1727,1503,930,1003,0,0,1017,994,997,993,-82
2026-04-04,22,24832,A,25340,22158,1407,6606,5250,22126,0,0,1559,1503,914,1003,0,0,1016,918,997,993,-8
2026-04-04,23,24098,A,24621,21428,1691,6606,5541,22126,0,10,1880,1503,9,1003,-13,0,1016,545,997,993,69
2026-04-04,24,23643,A,24160,21038,1974,6606,5755,22126,0,12,2414,1504,-5,1004,28,0,1016,469,997,993,135
2026-04-04,25,23194,A,23779,20469,2363,6606,5263,22126,0,12,2062,1503,-5,1003,-68,0,1016,96,997,993,63
2026-04-04,26,22546,A,23279,19781,2752,6606,5175,22126,0,11,2030,1503,-5,1003,-150,64,1016,19,997,993,-67
2026-04-04,27,22303,A,23761,19411,3146,6606,5954,22126,0,80,1494,1503,-5,1000,-296,75,784,-360,997,992,-217
2026-04-04,28,22044,A,24276,19162,3540,6606,6622,22126,0,463,1298,1504,-5,999,-430,-30,761,-436,997,989,-368
2026-04-04,29,21405,A,24110,18624,3815,6606,6311,22126,0,513,1124,1506,-5,954,-451,64,40,-820,997,989,-416
2026-04-04,30,21381,A,24355,18607,4089,6606,5960,22126,0,661,1093,1502,-4,948,-432,84,0,-893,996,986,-484
2026-04-04,31,21117,A,24418,18433,4283,6606,5473,22126,0,658,1787,1320,-4,473,-303,104,-241,-1201,969,847,-394
2026-04-04,32,21738,A,25089,19099,4476,6606,4361,22126,0,640,2272,1305,-4,432,-220,103,-263,-1239,967,800,-485
2026-04-04,33,22260,A,26678,19825,4708,6606,3235,22126,0,118,3634,1376,-4,-802,-94,100,-980,-1239,995,-225,-456
2026-04-04,34,23710,A,28204,21419,4939,6606,2407,22126,0,17,4125,1382,-1,-1020,-54,17,-1021,-1239,997,-328,-314
2026-04-04,35,25261,A,30461,22933,5131,6606,1902,22126,0,13,4185,1500,26,-1014,0,0,-1021,-1239,997,-1044,-369
2026-04-04,36,26265,A,31786,23913,5322,6606,1282,22126,0,155,3892,1508,-5,-1014,-74,0,-1021,-1239,997,-1089,-424
2026-04-04,37,26961,A,32674,24755,5413,6606,774,22126,0,196,4132,1507,-4,-1015,-203,0,-1022,-1240,997,-1090,-443
2026-04-04,38,27012,A,32855,24942,5504,6606,388,22126,0,310,4060,1507,-4,-1015,-230,0,-1021,-1239,997,-1084,-440
2026-04-04,39,27369,A,32759,25439,5576,6606,69,22126,0,311,4005,1507,-4,-862,-377,0,-807,-1239,994,-872,-418
2026-04-04,40,27215,A,32576,25405,5648,6606,0,22126,0,312,4238,1507,35,-849,-421,0,-799,-1239,995,-845,-396
2026-04-04,41,27469,A,32032,25529,5675,6606,0,22126,0,318,4097,1507,948,-243,-450,0,-1014,-1239,997,-398,-401
2026-04-04,42,26498,A,30984,24751,5702,6606,0,22126,0,298,3651,1508,993,-211,-450,0,-1022,-1239,997,-371,-395
2026-04-04,43,25539,A,30298,23990,5678,6606,0,22126,0,60,4403,1507,993,-528,-450,0,-1022,-1239,997,-525,-435
2026-04-04,44,24697,A,29461,23163,5654,6606,0,22126,0,10,4224,1502,989,-542,-450,0,-1022,-1239,991,-516,-485
2026-04-04,45,23879,A,28419,22299,5604,6606,0,22126,0,11,4309,1160,852,-823,-450,0,-1022,-1239,759,174,-495
2026-04-04,46,22720,A,27287,21182,5554,6606,0,22126,0,11,3927,1064,830,-834,-450,-8,-1012,-1239,734,205,-513
2026-04-04,47,21346,A,25726,19897,5559,6606,0,22126,0,6,4179,-321,380,-574,-436,-86,-351,-1239,377,-353,-514
2026-04-04,48,20122,A,24736,18593,5563,6606,0,22126,0,8,3492,-512,348,-563,-397,-183,-314,-1240,353,-384,-513
2026-04-05,1,19837,A,23429,18308,5513,6606,0,22126,0,10,2862,-293,310,-213,-361,-332,100,-1240,294,-129,-514
2026-04-05,2,19726,A,23449,18121,5463,6606,0,22126,0,53,3281,-276,310,-197,-360,-478,118,-1241,292,-104,-514
2026-04-05,3,19569,A,23509,17956,5489,6606,0,22126,0,800,3679,11,403,393,-360,-526,369,-1240,364,134,-514
2026-04-05,4,19954,A,23898,18572,5514,6606,0,22126,0,892,4055,22,408,446,-360,-438,376,-1240,368,150,-514
2026-04-05,5,19431,A,23387,18137,5478,6606,0,22126,0,890,4104,97,338,452,-360,-411,-41,-1240,319,83,-514
2026-04-05,6,18862,A,22859,17715,5442,6606,0,22126,0,885,3779,96,335,452,-360,-439,-59,-1240,317,78,-514
2026-04-05,7,18393,A,22561,17265,5355,6606,0,22126,0,1000,4137,-54,396,378,-340,-520,66,-1240,348,61,-514
2026-04-05,8,17825,A,21950,16802,5268,6606,0,22126,0,1001,4271,-62,398,375,-340,-468,68,-1240,347,64,-514
2026-04-05,9,17663,A,22431,16648,5139,6606,0,22126,0,994,4316,-368,318,613,-340,-451,-361,-1240,215,214,-514
2026-04-05,10,17342,A,22104,16311,5010,6606,0,22126,0,997,3764,-409,312,580,-340,-382,-379,-1241,207,222,-514
2026-04-05,11,17138,A,22071,16044,4830,6606,0,22126,0,991,3491,-660,303,-96,-340,-370,-222,-1241,215,75,-513
2026-04-05,12,17235,A,22090,16079,4650,6606,0,22126,0,987,3508,-670,306,-104,-340,-283,-216,-1241,221,62,-514
2026-04-05,13,18066,A,22420,16863,4611,6606,0,22126,0,987,3417,-204,447,181,-340,-332,-236,-1241,372,0,-514
2026-04-05,14,18395,A,22668,17191,4572,6606,70,22126,0,972,3617,-160,459,196,-340,-310,-237,-1241,387,0,-513
2026-04-05,15,19263,A,23250,17970,4444,6606,627,22126,0,981,3933,352,537,378,-340,-362,-50,-1240,569,52,-514
2026-04-05,16,19614,A,23666,18324,4316,6606,1540,22126,0,975,4301,424,547,385,-366,-414,-43,-1240,590,64,-514
2026-04-05,17,19909,A,24041,18447,4304,6606,2773,22126,0,974,4131,1147,698,502,-404,-501,147,-1239,888,192,-514
2026-04-05,18,19305,A,23470,17802,4292,6606,4375,22126,0,961,3954,1210,708,506,-444,-507,154,-1239,910,208,-514
